State/UT,District,Gender,Age_Group,Missing_Count
Arunachal Pradesh,Siang East,Male,Below 12,0
Arunachal Pradesh,Siang East,Male,12 to 16,0
Arunachal Pradesh,Siang East,Male,16 to 18,0
Arunachal Pradesh,Siang East,Male,Above 18,0
Arunachal Pradesh,Siang East,Female,Below 12,0
Arunachal Pradesh,Siang East,Female,12 to 16,0
Arunachal Pradesh,Siang East,Female,16 to 18,0
Arunachal Pradesh,Siang East,Female,Above 18,0
Arunachal Pradesh,Siang East,Transgender,Below 12,0
Arunachal Pradesh,Siang East,Transgender,12 to 16,0
Arunachal Pradesh,Siang East,Transgender,16 to 18,0
Arunachal Pradesh,Siang East,Transgender,Above 18,0
Arunachal Pradesh,Siang Upper,Male,Below 12,0
Arunachal Pradesh,Siang Upper,Male,12 to 16,0
Arunachal Pradesh,Siang Upper,Male,16 to 18,0
Arunachal Pradesh,Siang Upper,Male,Above 18,0
Arunachal Pradesh,Siang Upper,Female,Below 12,0
Arunachal Pradesh,Siang Upper,Female,12 to 16,0
Arunachal Pradesh,Siang Upper,Female,16 to 18,0
Arunachal Pradesh,Siang Upper,Female,Above 18,0
Arunachal Pradesh,Siang Upper,Transgender,Below 12,0
Arunachal Pradesh,Siang Upper,Transgender,12 to 16,0
Arunachal Pradesh,Siang Upper,Transgender,16 to 18,0
Arunachal Pradesh,Siang Upper,Transgender,Above 18,0
Arunachal Pradesh,Siang West,Male,Below 12,0
Arunachal Pradesh,Siang West,Male,12 to 16,0
Arunachal Pradesh,Siang West,Male,16 to 18,0
Arunachal Pradesh,Siang West,Male,Above 18,0
Arunachal Pradesh,Siang West,Female,Below 12,0
Arunachal Pradesh,Siang West,Female,12 to 16,0
Arunachal Pradesh,Siang West,Female,16 to 18,0
Arunachal Pradesh,Siang West,Female,Above 18,0
Arunachal Pradesh,Siang West,Transgender,Below 12,0
Arunachal Pradesh,Siang West,Transgender,12 to 16,0
Arunachal Pradesh,Siang West,Transgender,16 to 18,0
Arunachal Pradesh,Siang West,Transgender,Above 18,0
Arunachal Pradesh,Subansiri Lower,Male,Below 12,0
Arunachal Pradesh,Subansiri Lower,Male,12 to 16,2
Arunachal Pradesh,Subansiri Lower,Male,16 to 18,0
Arunachal Pradesh,Subansiri Lower,Male,Above 18,0
Arunachal Pradesh,Subansiri Lower,Female,Below 12,0
Arunachal Pradesh,Subansiri Lower,Female,12 to 16,0
Arunachal Pradesh,Subansiri Lower,Female,16 to 18,0
Arunachal Pradesh,Subansiri Lower,Female,Above 18,0
Arunachal Pradesh,Subansiri Lower,Transgender,Below 12,0
Arunachal Pradesh,Subansiri Lower,Transgender,12 to 16,0
Arunachal Pradesh,Subansiri Lower,Transgender,16 to 18,0
Arunachal Pradesh,Subansiri Lower,Transgender,Above 18,0
Arunachal Pradesh,Subansiri Upper,Male,Below 12,0
Arunachal Pradesh,Subansiri Upper,Male,12 to 16,0
Arunachal Pradesh,Subansiri Upper,Male,16 to 18,0
Arunachal Pradesh,Subansiri Upper,Male,Above 18,0
Arunachal Pradesh,Subansiri Upper,Female,Below 12,0
Arunachal Pradesh,Subansiri Upper,Female,12 to 16,0
Arunachal Pradesh,Subansiri Upper,Female,16 to 18,0
Arunachal Pradesh,Subansiri Upper,Female,Above 18,0
Arunachal Pradesh,Subansiri Upper,Transgender,Below 12,0
Arunachal Pradesh,Subansiri Upper,Transgender,12 to 16,0
Arunachal Pradesh,Subansiri Upper,Transgender,16 to 18,0
Arunachal Pradesh,Subansiri Upper,Transgender,Above 18,0
Arunachal Pradesh,Tawang,Male,Below 12,0
Arunachal Pradesh,Tawang,Male,12 to 16,0
Arunachal Pradesh,Tawang,Male,16 to 18,0
Arunachal Pradesh,Tawang,Male,Above 18,0
Arunachal Pradesh,Tawang,Female,Below 12,0
Arunachal Pradesh,Tawang,Female,12 to 16,0
Arunachal Pradesh,Tawang,Female,16 to 18,0
Arunachal Pradesh,Tawang,Female,Above 18,0
Arunachal Pradesh,Tawang,Transgender,Below 12,0
Arunachal Pradesh,Tawang,Transgender,12 to 16,0
Arunachal Pradesh,Tawang,Transgender,16 to 18,0
Arunachal Pradesh,Tawang,Transgender,Above 18,0
Arunachal Pradesh,Tirap,Male,Below 12,0
Arunachal Pradesh,Tirap,Male,12 to 16,0
Arunachal Pradesh,Tirap,Male,16 to 18,2
Arunachal Pradesh,Tirap,Male,Above 18,3
Arunachal Pradesh,Tirap,Female,Below 12,0
Arunachal Pradesh,Tirap,Female,12 to 16,0
Arunachal Pradesh,Tirap,Female,16 to 18,0
Arunachal Pradesh,Tirap,Female,Above 18,5
Arunachal Pradesh,Tirap,Transgender,Below 12,0
Arunachal Pradesh,Tirap,Transgender,12 to 16,0
Arunachal Pradesh,Tirap,Transgender,16 to 18,0
Arunachal Pradesh,Tirap,Transgender,Above 18,0
Arunachal Pradesh,Namsai,Male,Below 12,0
Arunachal Pradesh,Namsai,Male,12 to 16,0
Arunachal Pradesh,Namsai,Male,16 to 18,0
Arunachal Pradesh,Namsai,Male,Above 18,0
Arunachal Pradesh,Namsai,Female,Below 12,1
Arunachal Pradesh,Namsai,Female,12 to 16,0
Arunachal Pradesh,Namsai,Female,16 to 18,1
Arunachal Pradesh,Namsai,Female,Above 18,0
Arunachal Pradesh,Namsai,Transgender,Below 12,0
Arunachal Pradesh,Namsai,Transgender,12 to 16,0
Arunachal Pradesh,Namsai,Transgender,16 to 18,0
Arunachal Pradesh,Namsai,Transgender,Above 18,0
Arunachal Pradesh,Siang,Male,Below 12,0
Arunachal Pradesh,Siang,Male,12 to 16,0
Arunachal Pradesh,Siang,Male,16 to 18,0
Arunachal Pradesh,Siang,Male,Above 18,0
Arunachal Pradesh,Siang,Female,Below 12,0
Arunachal Pradesh,Siang,Female,12 to 16,0
Arunachal Pradesh,Siang,Female,16 to 18,0
Arunachal Pradesh,Siang,Female,Above 18,0
Arunachal Pradesh,Siang,Transgender,Below 12,0
Arunachal Pradesh,Siang,Transgender,12 to 16,0
Arunachal Pradesh,Siang,Transgender,16 to 18,0
Arunachal Pradesh,Siang,Transgender,Above 18,0
Arunachal Pradesh,Kamle,Male,Below 12,0
Arunachal Pradesh,Kamle,Male,12 to 16,0
Arunachal Pradesh,Kamle,Male,16 to 18,0
Arunachal Pradesh,Kamle,Male,Above 18,0
Arunachal Pradesh,Kamle,Female,Below 12,0
Arunachal Pradesh,Kamle,Female,12 to 16,0
Arunachal Pradesh,Kamle,Female,16 to 18,0
Arunachal Pradesh,Kamle,Female,Above 18,0
Arunachal Pradesh,Kamle,Transgender,Below 12,0
Arunachal Pradesh,Kamle,Transgender,12 to 16,0
Arunachal Pradesh,Kamle,Transgender,16 to 18,0
Arunachal Pradesh,Kamle,Transgender,Above 18,0
Arunachal Pradesh,Kra Dadi,Male,Below 12,0
Arunachal Pradesh,Kra Dadi,Male,12 to 16,0
Arunachal Pradesh,Kra Dadi,Male,16 to 18,0
Arunachal Pradesh,Kra Dadi,Male,Above 18,0
Arunachal Pradesh,Kra Dadi,Female,Below 12,0
Arunachal Pradesh,Kra Dadi,Female,12 to 16,0
Arunachal Pradesh,Kra Dadi,Female,16 to 18,0
Arunachal Pradesh,Kra Dadi,Female,Above 18,0
Arunachal Pradesh,Kra Dadi,Transgender,Below 12,0
Arunachal Pradesh,Kra Dadi,Transgender,12 to 16,0
Arunachal Pradesh,Kra Dadi,Transgender,16 to 18,0
Arunachal Pradesh,Kra Dadi,Transgender,Above 18,0
Arunachal Pradesh,Lower Siang,Male,Below 12,0
Arunachal Pradesh,Lower Siang,Male,12 to 16,0
Arunachal Pradesh,Lower Siang,Male,16 to 18,0
Arunachal Pradesh,Lower Siang,Male,Above 18,0
Arunachal Pradesh,Lower Siang,Female,Below 12,0
Arunachal Pradesh,Lower Siang,Female,12 to 16,0
Arunachal Pradesh,Lower Siang,Female,16 to 18,0
Arunachal Pradesh,Lower Siang,Female,Above 18,0
Arunachal Pradesh,Lower Siang,Transgender,Below 12,0
Arunachal Pradesh,Lower Siang,Transgender,12 to 16,0
Arunachal Pradesh,Lower Siang,Transgender,16 to 18,0
Arunachal Pradesh,Lower Siang,Transgender,Above 18,0
Arunachal Pradesh,Leparada,Male,Below 12,0
Arunachal Pradesh,Leparada,Male,12 to 16,0
Arunachal Pradesh,Leparada,Male,16 to 18,0
Arunachal Pradesh,Leparada,Male,Above 18,0
Arunachal Pradesh,Leparada,Female,Below 12,0
Arunachal Pradesh,Leparada,Female,12 to 16,0
Arunachal Pradesh,Leparada,Female,16 to 18,0
Arunachal Pradesh,Leparada,Female,Above 18,0
Arunachal Pradesh,Leparada,Transgender,Below 12,0
Arunachal Pradesh,Leparada,Transgender,12 to 16,0
Arunachal Pradesh,Leparada,Transgender,16 to 18,0
Arunachal Pradesh,Leparada,Transgender,Above 18,0
Arunachal Pradesh,Shiyomi,Male,Below 12,0
Arunachal Pradesh,Shiyomi,Male,12 to 16,0
Arunachal Pradesh,Shiyomi,Male,16 to 18,0
Arunachal Pradesh,Shiyomi,Male,Above 18,0
Arunachal Pradesh,Shiyomi,Female,Below 12,0
Arunachal Pradesh,Shiyomi,Female,12 to 16,0
Arunachal Pradesh,Shiyomi,Female,16 to 18,0
Arunachal Pradesh,Shiyomi,Female,Above 18,0
Arunachal Pradesh,Shiyomi,Transgender,Below 12,0
Arunachal Pradesh,Shiyomi,Transgender,12 to 16,0
Arunachal Pradesh,Shiyomi,Transgender,16 to 18,0
Arunachal Pradesh,Shiyomi,Transgender,Above 18,0
Arunachal Pradesh,Pakkessang,Male,Below 12,0
Arunachal Pradesh,Pakkessang,Male,12 to 16,0
Arunachal Pradesh,Pakkessang,Male,16 to 18,0
Arunachal Pradesh,Pakkessang,Male,Above 18,0
Arunachal Pradesh,Pakkessang,Female,Below 12,0
Arunachal Pradesh,Pakkessang,Female,12 to 16,0
Arunachal Pradesh,Pakkessang,Female,16 to 18,0
Arunachal Pradesh,Pakkessang,Female,Above 18,0
Arunachal Pradesh,Pakkessang,Transgender,Below 12,0
Arunachal Pradesh,Pakkessang,Transgender,12 to 16,0
Arunachal Pradesh,Pakkessang,Transgender,16 to 18,0
Arunachal Pradesh,Pakkessang,Transgender,Above 18,0
Assam,BIEO,Male,Below 12,0
Assam,BIEO,Male,12 to 16,0
Assam,BIEO,Male,16 to 18,0
Assam,BIEO,Male,Above 18,0
Assam,BIEO,Female,Below 12,0
Assam,BIEO,Female,12 to 16,0
Assam,BIEO,Female,16 to 18,0
Assam,BIEO,Female,Above 18,0
Assam,BIEO,Transgender,Below 12,0
Assam,BIEO,Transgender,12 to 16,0
Assam,BIEO,Transgender,16 to 18,0
Assam,BIEO,Transgender,Above 18,0
Assam,Barpeta,Male,Below 12,0
Assam,Barpeta,Male,12 to 16,0
Assam,Barpeta,Male,16 to 18,0
Assam,Barpeta,Male,Above 18,28
Assam,Barpeta,Female,Below 12,0
Assam,Barpeta,Female,12 to 16,0
Assam,Barpeta,Female,16 to 18,0
Assam,Barpeta,Female,Above 18,49
Assam,Barpeta,Transgender,Below 12,0
Assam,Barpeta,Transgender,12 to 16,0
Assam,Barpeta,Transgender,16 to 18,0
Assam,Barpeta,Transgender,Above 18,0
Assam,Baksa,Male,Below 12,4
Assam,Baksa,Male,12 to 16,1
Assam,Baksa,Male,16 to 18,0
Assam,Baksa,Male,Above 18,27
Assam,Baksa,Female,Below 12,7
Assam,Baksa,Female,12 to 16,4
Assam,Baksa,Female,16 to 18,0
Assam,Baksa,Female,Above 18,103
Assam,Baksa,Transgender,Below 12,0
Assam,Baksa,Transgender,12 to 16,0
Assam,Baksa,Transgender,16 to 18,0
Assam,Baksa,Transgender,Above 18,0
Assam,Bongaigaon,Male,Below 12,2
Assam,Bongaigaon,Male,12 to 16,3
Assam,Bongaigaon,Male,16 to 18,3
Assam,Bongaigaon,Male,Above 18,33
Assam,Bongaigaon,Female,Below 12,9
Assam,Bongaigaon,Female,12 to 16,9
Assam,Bongaigaon,Female,16 to 18,13
Assam,Bongaigaon,Female,Above 18,160
Assam,Bongaigaon,Transgender,Below 12,0
Assam,Bongaigaon,Transgender,12 to 16,0
Assam,Bongaigaon,Transgender,16 to 18,0
Assam,Bongaigaon,Transgender,Above 18,0
Assam,CID,Male,Below 12,0
Assam,CID,Male,12 to 16,0
Assam,CID,Male,16 to 18,0
Assam,CID,Male,Above 18,0
Assam,CID,Female,Below 12,0
Assam,CID,Female,12 to 16,0
Assam,CID,Female,16 to 18,0
Assam,CID,Female,Above 18,0
Assam,CID,Transgender,Below 12,0
Assam,CID,Transgender,12 to 16,0
Assam,CID,Transgender,16 to 18,0
Assam,CID,Transgender,Above 18,0
Assam,Cachar,Male,Below 12,0
Assam,Cachar,Male,12 to 16,0
Assam,Cachar,Male,16 to 18,0
Assam,Cachar,Male,Above 18,0
Assam,Cachar,Female,Below 12,0
Assam,Cachar,Female,12 to 16,0
Assam,Cachar,Female,16 to 18,0
Assam,Cachar,Female,Above 18,0
Assam,Cachar,Transgender,Below 12,0
Assam,Cachar,Transgender,12 to 16,0
Assam,Cachar,Transgender,16 to 18,0
Assam,Cachar,Transgender,Above 18,0
Assam,Chirang,Male,Below 12,17
Assam,Chirang,Male,12 to 16,0
Assam,Chirang,Male,16 to 18,0
Assam,Chirang,Male,Above 18,13
Assam,Chirang,Female,Below 12,0
Assam,Chirang,Female,12 to 16,0
Assam,Chirang,Female,16 to 18,11
Assam,Chirang,Female,Above 18,29
Assam,Chirang,Transgender,Below 12,0
Assam,Chirang,Transgender,12 to 16,0
Assam,Chirang,Transgender,16 to 18,0
Assam,Chirang,Transgender,Above 18,0
Assam,Darrang,Male,Below 12,4
Assam,Darrang,Male,12 to 16,3
Assam,Darrang,Male,16 to 18,0
Assam,Darrang,Male,Above 18,20
Assam,Darrang,Female,Below 12,1
Assam,Darrang,Female,12 to 16,1
Assam,Darrang,Female,16 to 18,9
Assam,Darrang,Female,Above 18,68
Assam,Darrang,Transgender,Below 12,0
Assam,Darrang,Transgender,12 to 16,0
Assam,Darrang,Transgender,16 to 18,0
Assam,Darrang,Transgender,Above 18,0
Assam,Dhemaji,Male,Below 12,0
Assam,Dhemaji,Male,12 to 16,5
Assam,Dhemaji,Male,16 to 18,5
Assam,Dhemaji,Male,Above 18,34
Assam,Dhemaji,Female,Below 12,0
Assam,Dhemaji,Female,12 to 16,2
Assam,Dhemaji,Female,16 to 18,9
Assam,Dhemaji,Female,Above 18,95
Assam,Dhemaji,Transgender,Below 12,0
Assam,Dhemaji,Transgender,12 to 16,0
Assam,Dhemaji,Transgender,16 to 18,0
Assam,Dhemaji,Transgender,Above 18,0
Assam,Dhubri,Male,Below 12,10
Assam,Dhubri,Male,12 to 16,14
Assam,Dhubri,Male,16 to 18,8
Assam,Dhubri,Male,Above 18,35
Assam,Dhubri,Female,Below 12,14
Assam,Dhubri,Female,12 to 16,69
Assam,Dhubri,Female,16 to 18,93
Assam,Dhubri,Female,Above 18,38
Assam,Dhubri,Transgender,Below 12,0
Assam,Dhubri,Transgender,12 to 16,0
Assam,Dhubri,Transgender,16 to 18,0
Assam,Dhubri,Transgender,Above 18,0
Assam,Dibrugarh,Male,Below 12,0
Assam,Dibrugarh,Male,12 to 16,5
Assam,Dibrugarh,Male,16 to 18,0
Assam,Dibrugarh,Male,Above 18,2
Assam,Dibrugarh,Female,Below 12,0
Assam,Dibrugarh,Female,12 to 16,0
Assam,Dibrugarh,Female,16 to 18,2
Assam,Dibrugarh,Female,Above 18,5
Assam,Dibrugarh,Transgender,Below 12,0
Assam,Dibrugarh,Transgender,12 to 16,0
Assam,Dibrugarh,Transgender,16 to 18,0
Assam,Dibrugarh,Transgender,Above 18,0
Assam,GRP,Male,Below 12,0
Assam,GRP,Male,12 to 16,0
Assam,GRP,Male,16 to 18,0
Assam,GRP,Male,Above 18,0
Assam,GRP,Female,Below 12,0
Assam,GRP,Female,12 to 16,0
Assam,GRP,Female,16 to 18,0
Assam,GRP,Female,Above 18,0
Assam,GRP,Transgender,Below 12,0
Assam,GRP,Transgender,12 to 16,0
Assam,GRP,Transgender,16 to 18,0
Assam,GRP,Transgender,Above 18,0
Assam,Goalpara,Male,Below 12,0
Assam,Goalpara,Male,12 to 16,0
Assam,Goalpara,Male,16 to 18,0
Assam,Goalpara,Male,Above 18,0
Assam,Goalpara,Female,Below 12,0
Assam,Goalpara,Female,12 to 16,0
Assam,Goalpara,Female,16 to 18,0
Assam,Goalpara,Female,Above 18,0
Assam,Goalpara,Transgender,Below 12,0
Assam,Goalpara,Transgender,12 to 16,0
Assam,Goalpara,Transgender,16 to 18,0
Assam,Goalpara,Transgender,Above 18,0
Assam,Golaghat,Male,Below 12,0
Assam,Golaghat,Male,12 to 16,0
Assam,Golaghat,Male,16 to 18,4
Assam,Golaghat,Male,Above 18,0
Assam,Golaghat,Female,Below 12,0
Assam,Golaghat,Female,12 to 16,0
Assam,Golaghat,Female,16 to 18,7
Assam,Golaghat,Female,Above 18,73
Assam,Golaghat,Transgender,Below 12,0
Assam,Golaghat,Transgender,12 to 16,0
Assam,Golaghat,Transgender,16 to 18,0
Assam,Golaghat,Transgender,Above 18,0
Assam,Guwahati City,Male,Below 12,2
Assam,Guwahati City,Male,12 to 16,33
Assam,Guwahati City,Male,16 to 18,57
Assam,Guwahati City,Male,Above 18,500
Assam,Guwahati City,Female,Below 12,6
Assam,Guwahati City,Female,12 to 16,26
Assam,Guwahati City,Female,16 to 18,86
Assam,Guwahati City,Female,Above 18,629
Assam,Guwahati City,Transgender,Below 12,0
Assam,Guwahati City,Transgender,12 to 16,0
Assam,Guwahati City,Transgender,16 to 18,0
Assam,Guwahati City,Transgender,Above 18,0
Assam,Hailakandi,Male,Below 12,2
Assam,Hailakandi,Male,12 to 16,26
Assam,Hailakandi,Male,16 to 18,48
Assam,Hailakandi,Male,Above 18,116
Assam,Hailakandi,Female,Below 12,0
Assam,Hailakandi,Female,12 to 16,21
Assam,Hailakandi,Female,16 to 18,39
Assam,Hailakandi,Female,Above 18,164
Assam,Hailakandi,Transgender,Below 12,0
Assam,Hailakandi,Transgender,12 to 16,0
Assam,Hailakandi,Transgender,16 to 18,0
Assam,Hailakandi,Transgender,Above 18,0
Assam,Hamren,Male,Below 12,2
Assam,Hamren,Male,12 to 16,1
Assam,Hamren,Male,16 to 18,0
Assam,Hamren,Male,Above 18,3
Assam,Hamren,Female,Below 12,2
Assam,Hamren,Female,12 to 16,2
Assam,Hamren,Female,16 to 18,0
Assam,Hamren,Female,Above 18,6
Assam,Hamren,Transgender,Below 12,0
Assam,Hamren,Transgender,12 to 16,0
Assam,Hamren,Transgender,16 to 18,0
Assam,Hamren,Transgender,Above 18,0
Assam,Jorhat,Male,Below 12,1
Assam,Jorhat,Male,12 to 16,0
Assam,Jorhat,Male,16 to 18,1
Assam,Jorhat,Male,Above 18,19
Assam,Jorhat,Female,Below 12,7
Assam,Jorhat,Female,12 to 16,23
Assam,Jorhat,Female,16 to 18,0
Assam,Jorhat,Female,Above 18,56
Assam,Jorhat,Transgender,Below 12,0
Assam,Jorhat,Transgender,12 to 16,0
Assam,Jorhat,Transgender,16 to 18,0
Assam,Jorhat,Transgender,Above 18,0
Assam,Kamrup,Male,Below 12,6
Assam,Kamrup,Male,12 to 16,13
Assam,Kamrup,Male,16 to 18,16
Assam,Kamrup,Male,Above 18,27
Assam,Kamrup,Female,Below 12,11
Assam,Kamrup,Female,12 to 16,49
Assam,Kamrup,Female,16 to 18,78
Assam,Kamrup,Female,Above 18,46
Assam,Kamrup,Transgender,Below 12,0
Assam,Kamrup,Transgender,12 to 16,0
Assam,Kamrup,Transgender,16 to 18,0
Assam,Kamrup,Transgender,Above 18,0
Assam,Karbi Anglong,Male,Below 12,0
Assam,Karbi Anglong,Male,12 to 16,0
Assam,Karbi Anglong,Male,16 to 18,0
Assam,Karbi Anglong,Male,Above 18,0
Assam,Karbi Anglong,Female,Below 12,0
Assam,Karbi Anglong,Female,12 to 16,0
Assam,Karbi Anglong,Female,16 to 18,0
Assam,Karbi Anglong,Female,Above 18,0
Assam,Karbi Anglong,Transgender,Below 12,0
Assam,Karbi Anglong,Transgender,12 to 16,0
Assam,Karbi Anglong,Transgender,16 to 18,0
Assam,Karbi Anglong,Transgender,Above 18,0
Assam,Karimganj,Male,Below 12,0
Assam,Karimganj,Male,12 to 16,0
Assam,Karimganj,Male,16 to 18,0
Assam,Karimganj,Male,Above 18,0
Assam,Karimganj,Female,Below 12,0
Assam,Karimganj,Female,12 to 16,0
Assam,Karimganj,Female,16 to 18,0
Assam,Karimganj,Female,Above 18,0
Assam,Karimganj,Transgender,Below 12,0
Assam,Karimganj,Transgender,12 to 16,0
Assam,Karimganj,Transgender,16 to 18,0
Assam,Karimganj,Transgender,Above 18,0
Assam,Kokrajhar,Male,Below 12,0
Assam,Kokrajhar,Male,12 to 16,0
Assam,Kokrajhar,Male,16 to 18,0
Assam,Kokrajhar,Male,Above 18,0
Assam,Kokrajhar,Female,Below 12,0
Assam,Kokrajhar,Female,12 to 16,20
Assam,Kokrajhar,Female,16 to 18,7
Assam,Kokrajhar,Female,Above 18,42
Assam,Kokrajhar,Transgender,Below 12,0
Assam,Kokrajhar,Transgender,12 to 16,0
Assam,Kokrajhar,Transgender,16 to 18,0
Assam,Kokrajhar,Transgender,Above 18,0
Assam,Lakhimpur,Male,Below 12,0
Assam,Lakhimpur,Male,12 to 16,0
Assam,Lakhimpur,Male,16 to 18,0
Assam,Lakhimpur,Male,Above 18,0
Assam,Lakhimpur,Female,Below 12,0
Assam,Lakhimpur,Female,12 to 16,0
Assam,Lakhimpur,Female,16 to 18,0
Assam,Lakhimpur,Female,Above 18,0
Assam,Lakhimpur,Transgender,Below 12,0
Assam,Lakhimpur,Transgender,12 to 16,0
Assam,Lakhimpur,Transgender,16 to 18,0
Assam,Lakhimpur,Transgender,Above 18,0
Assam,Morigaon,Male,Below 12,0
Assam,Morigaon,Male,12 to 16,0
Assam,Morigaon,Male,16 to 18,0
Assam,Morigaon,Male,Above 18,0
Assam,Morigaon,Female,Below 12,0
Assam,Morigaon,Female,12 to 16,0
Assam,Morigaon,Female,16 to 18,0
Assam,Morigaon,Female,Above 18,0
Assam,Morigaon,Transgender,Below 12,0
Assam,Morigaon,Transgender,12 to 16,0
Assam,Morigaon,Transgender,16 to 18,0
Assam,Morigaon,Transgender,Above 18,0
Assam,Dima Hasao,Male,Below 12,0
Assam,Dima Hasao,Male,12 to 16,0
Assam,Dima Hasao,Male,16 to 18,0
Assam,Dima Hasao,Male,Above 18,0
Assam,Dima Hasao,Female,Below 12,0
Assam,Dima Hasao,Female,12 to 16,0
Assam,Dima Hasao,Female,16 to 18,0
Assam,Dima Hasao,Female,Above 18,0
Assam,Dima Hasao,Transgender,Below 12,0
Assam,Dima Hasao,Transgender,12 to 16,0
Assam,Dima Hasao,Transgender,16 to 18,0
Assam,Dima Hasao,Transgender,Above 18,0
Assam,Nagaon,Male,Below 12,5
Assam,Nagaon,Male,12 to 16,6
Assam,Nagaon,Male,16 to 18,6
Assam,Nagaon,Male,Above 18,15
Assam,Nagaon,Female,Below 12,17
Assam,Nagaon,Female,12 to 16,20
Assam,Nagaon,Female,16 to 18,24
Assam,Nagaon,Female,Above 18,53
Assam,Nagaon,Transgender,Below 12,0
Assam,Nagaon,Transgender,12 to 16,0
Assam,Nagaon,Transgender,16 to 18,0
Assam,Nagaon,Transgender,Above 18,0
Assam,Nalbari,Male,Below 12,0
Assam,Nalbari,Male,12 to 16,0
Assam,Nalbari,Male,16 to 18,0
Assam,Nalbari,Male,Above 18,0
Assam,Nalbari,Female,Below 12,0
Assam,Nalbari,Female,12 to 16,0
Assam,Nalbari,Female,16 to 18,0
Assam,Nalbari,Female,Above 18,0
Assam,Nalbari,Transgender,Below 12,0
Assam,Nalbari,Transgender,12 to 16,0
Assam,Nalbari,Transgender,16 to 18,0
Assam,Nalbari,Transgender,Above 18,0
Assam,RPO,Male,Below 12,0
Assam,RPO,Male,12 to 16,0
Assam,RPO,Male,16 to 18,0
Assam,RPO,Male,Above 18,0
Assam,RPO,Female,Below 12,0
Assam,RPO,Female,12 to 16,0
Assam,RPO,Female,16 to 18,0
Assam,RPO,Female,Above 18,0
Assam,RPO,Transgender,Below 12,0
Assam,RPO,Transgender,12 to 16,0
Assam,RPO,Transgender,16 to 18,0
Assam,RPO,Transgender,Above 18,0
Assam,SOU,Male,Below 12,0
Assam,SOU,Male,12 to 16,0
Assam,SOU,Male,16 to 18,0
Assam,SOU,Male,Above 18,0
Assam,SOU,Female,Below 12,0
Assam,SOU,Female,12 to 16,0
Assam,SOU,Female,16 to 18,0
Assam,SOU,Female,Above 18,0
Assam,SOU,Transgender,Below 12,0
Assam,SOU,Transgender,12 to 16,0
Assam,SOU,Transgender,16 to 18,0
Assam,SOU,Transgender,Above 18,0
Assam,STF,Male,Below 12,0
Assam,STF,Male,12 to 16,0
Assam,STF,Male,16 to 18,0
Assam,STF,Male,Above 18,0
Assam,STF,Female,Below 12,0
Assam,STF,Female,12 to 16,0
Assam,STF,Female,16 to 18,0
Assam,STF,Female,Above 18,0
Assam,STF,Transgender,Below 12,0
Assam,STF,Transgender,12 to 16,0
Assam,STF,Transgender,16 to 18,0
Assam,STF,Transgender,Above 18,0
Assam,Sibsagar,Male,Below 12,0
Assam,Sibsagar,Male,12 to 16,0
Assam,Sibsagar,Male,16 to 18,0
Assam,Sibsagar,Male,Above 18,0
Assam,Sibsagar,Female,Below 12,0
Assam,Sibsagar,Female,12 to 16,0
Assam,Sibsagar,Female,16 to 18,0
Assam,Sibsagar,Female,Above 18,0
Assam,Sibsagar,Transgender,Below 12,0
Assam,Sibsagar,Transgender,12 to 16,0
Assam,Sibsagar,Transgender,16 to 18,0
Assam,Sibsagar,Transgender,Above 18,0
Assam,Sonitpur,Male,Below 12,0
Assam,Sonitpur,Male,12 to 16,0
Assam,Sonitpur,Male,16 to 18,0
Assam,Sonitpur,Male,Above 18,0
Assam,Sonitpur,Female,Below 12,0
Assam,Sonitpur,Female,12 to 16,0
Assam,Sonitpur,Female,16 to 18,0
Assam,Sonitpur,Female,Above 18,0
Assam,Sonitpur,Transgender,Below 12,0
